id,title,publication_date,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,url
Be1Z2le-q5M,This restaurant has made £1 million from viral foods like this donut cheeseburger,2017-10-04T12:52:46.000Z,26435,242,19,0,26,https://www.youtube.com/watch?v=Be1Z2le-q5M
BGhizNfRcig,What Makes Brazilian BBQ So Unique,2017-10-30T20:00:01.000Z,7932,81,1,0,17,https://www.youtube.com/watch?v=BGhizNfRcig
bHgGgBKwrwU,Who Invented The Original Rainbow Bagel?,2017-10-18T21:51:06.000Z,533189,3432,91,0,474,https://www.youtube.com/watch?v=bHgGgBKwrwU
BKNeGN50WHQ,Could You Finish This Gyro Plate With 7 Pounds Of Meat? | Can We Finish It?,2018-08-29T16:00:04.000Z,70330,1055,50,0,201,https://www.youtube.com/watch?v=BKNeGN50WHQ
bNPy4r95GQI,7 Places That Serve Avocado With A Twist,2018-09-19T16:00:10.000Z,68421,1037,26,0,137,https://www.youtube.com/watch?v=bNPy4r95GQI
BPj0tWIpHRg,We Tried The New McDonald's Donut Sticks,2019-02-19T22:13:52.000Z,122492,1521,136,0,374,https://www.youtube.com/watch?v=BPj0tWIpHRg
BRZu9463e7Y,Super Fresh Seafood From Jagalchi Market,2017-10-20T15:18:18.000Z,41407,292,108,0,233,https://www.youtube.com/watch?v=BRZu9463e7Y
BUNmFK_SvPQ,"Crunchy, Twirly Fries Are Ultimate Fair Food",2018-04-01T16:00:01.000Z,92892,1263,22,0,121,https://www.youtube.com/watch?v=BUNmFK_SvPQ
BVQL3SA7IHA,Pepperoni Pizza Topped With Pepperoni Pizza Rolls,2017-10-27T22:00:00.000Z,29522,403,12,0,30,https://www.youtube.com/watch?v=BVQL3SA7IHA
BVz6S1OhLuY,"Turkey's Best Cheesy, Late-Night Snack",2017-10-19T22:08:46.000Z,86970,903,23,0,135,https://www.youtube.com/watch?v=BVz6S1OhLuY
bwkwduhzry0,India's Favorite Street Treat Is A Sugary Swirl,2018-04-30T16:00:05.000Z,66762,1100,44,0,283,https://www.youtube.com/watch?v=bwkwduhzry0
Bx4LcNXlDLs,Best Churros Are A Marine's Family Recipe,2018-03-08T15:29:26.000Z,236473,2804,88,0,226,https://www.youtube.com/watch?v=Bx4LcNXlDLs
BXV4Mg3lC8I,Cover Your Dessert With Chocolate On Tap,2017-12-14T15:30:00.000Z,500836,5456,140,0,635,https://www.youtube.com/watch?v=BXV4Mg3lC8I
BZyVxpYzLik,Malted Pancakes Swimming in Sauce,2017-10-30T19:01:31.000Z,23183,227,9,0,21,https://www.youtube.com/watch?v=BZyVxpYzLik
C-hsIZzzDts,Is A 10-Course Tasting Menu That Costs $10 Actually Good? | Best Thing On The Menu,2018-12-25T17:00:04.000Z,300316,3260,230,0,401,https://www.youtube.com/watch?v=C-hsIZzzDts
C_3PRcpoMWo,"McDonald's Secret Menu: The Big McChicken & Land, Sea, & Air Burger | Fast Food Secret Menus",2018-11-08T17:00:01.000Z,65659,1002,57,0,92,https://www.youtube.com/watch?v=C_3PRcpoMWo
c3qj7QyvRvI,Would You Eat A Soft-Shell Crab Fried In Hot Cheetos?,2018-10-08T16:00:08.000Z,90447,1406,96,0,295,https://www.youtube.com/watch?v=c3qj7QyvRvI
C7t4W-r2uE4,Inside The Italian Factory Making Wine-Soaked Cheese,2018-01-25T10:45:05.000Z,15412,109,12,0,13,https://www.youtube.com/watch?v=C7t4W-r2uE4
CAwuJ8s6cyQ,This Restaurant Serves A Tuna Roll That's Actually Watermelon | WTF Food,2018-10-09T16:00:03.000Z,77415,996,146,0,300,https://www.youtube.com/watch?v=CAwuJ8s6cyQ
cBefZnhf2QE,What Does A Caviar Sandwich Taste Like? | What's It Taste Like,2018-12-11T17:00:05.000Z,56068,619,120,0,198,https://www.youtube.com/watch?v=cBefZnhf2QE
CcxMPd_KLwY,Theatrical Desserts Come With Liquid Nitrogen And Flaming Rum,2018-06-01T16:00:01.000Z,45520,716,30,0,42,https://www.youtube.com/watch?v=CcxMPd_KLwY
CDBjax8Is8o,Spanish Ham Costs $700,2018-02-13T16:00:03.000Z,2045080,6006,897,0,1213,https://www.youtube.com/watch?v=CDBjax8Is8o
CGQtq1fqaSw,Fresh Chinese Noodles Made Right Before Your Eyes,2018-05-01T16:00:00.000Z,33855,568,16,0,32,https://www.youtube.com/watch?v=CGQtq1fqaSw
Cjuujtb2scE,Millennials Try Shake Shack Burgers For The First Time,2018-09-23T16:00:02.000Z,41334,504,83,0,160,https://www.youtube.com/watch?v=Cjuujtb2scE
cjWkA-3tScc,Monster Burger Weighs 8 Pounds,2017-12-01T16:30:01.000Z,38685,581,16,0,71,https://www.youtube.com/watch?v=cjWkA-3tScc
CKipv6C8svM,Restaurant Serves 101 Kinds Of Omelettes,2017-12-11T15:55:57.000Z,213839,1986,115,0,282,https://www.youtube.com/watch?v=CKipv6C8svM
CMxlrOsEKFU,Why Singapore Has Tasty Street Food,2018-01-19T18:00:00.000Z,58839,660,35,0,115,https://www.youtube.com/watch?v=CMxlrOsEKFU
cngYWYiyrhg,Party Platter Made From 150 Mini Churros,2018-03-11T16:00:02.000Z,93011,1499,53,0,145,https://www.youtube.com/watch?v=cngYWYiyrhg
cOW7DUrphoQ,6 Places Cheese Lovers In London Need To Visit,2018-10-12T16:00:07.000Z,273910,4394,70,0,182,https://www.youtube.com/watch?v=cOW7DUrphoQ
cQ2xtZYg8Rw,Family Makes Their Own Cheese From Scratch,2017-11-11T23:00:01.000Z,20339,139,6,0,14,https://www.youtube.com/watch?v=cQ2xtZYg8Rw
cSq0ROzeGFs,13-Pound Burger Loaded With Pork Belly And Cheetos,2018-09-26T16:00:04.000Z,78551,1375,154,0,388,https://www.youtube.com/watch?v=cSq0ROzeGFs
cu75XOihEJE,This shop sells chocolate kebabs scraped from a rotating block of chocolate,2017-09-04T10:18:25.000Z,8655,108,6,0,3,https://www.youtube.com/watch?v=cu75XOihEJE
cubw19MQsTs,"Chef Cuts Vegetables Into Beautiful, Thin Slices",2018-04-03T16:00:05.000Z,177664,1866,42,0,141,https://www.youtube.com/watch?v=cubw19MQsTs
Cvlmh2BN76c,Burger Injected With Cheese,2018-02-02T17:00:03.000Z,442573,4004,238,0,486,https://www.youtube.com/watch?v=Cvlmh2BN76c
CxKcazmml_M,Mom Made Life-Size Cakes Of Her Daughters,2018-02-23T14:00:01.000Z,307210,3696,161,0,553,https://www.youtube.com/watch?v=CxKcazmml_M
CyFHzQA88Wo,The Best Indian Food In LA Is In A Gas Station | Legendary Eats,2019-02-06T17:00:02.000Z,921671,12297,335,0,1406,https://www.youtube.com/watch?v=CyFHzQA88Wo
D2ixGhOQQcQ,How Giant Ice Cream Cake Is Made,2018-02-17T14:00:01.000Z,447725,5085,148,0,422,https://www.youtube.com/watch?v=D2ixGhOQQcQ
d325WB_-caM,Giant Hershey's Bar Weighs 4 Pounds,2018-02-12T17:00:07.000Z,24620,348,16,0,70,https://www.youtube.com/watch?v=d325WB_-caM
d5-x2r8cyR4,We Tried A Maple Bacon Cheeseburger Covered In Peanut Butter,2018-10-27T20:00:01.000Z,57225,1066,80,0,250,https://www.youtube.com/watch?v=d5-x2r8cyR4
D7myU1dVPCM,We Tried Christmas Tree Flavored Chips,2018-10-30T16:00:02.000Z,16809,278,15,0,63,https://www.youtube.com/watch?v=D7myU1dVPCM
d8Uap_bb7vI,Cheesecakes Are Better Served On A Stick,2018-03-13T14:30:01.000Z,349319,6036,116,0,316,https://www.youtube.com/watch?v=d8Uap_bb7vI
DaoL1-H1ReE,Rainbow crepes with chocolate brownies,2017-02-28T18:05:11.000Z,3266,32,3,0,2,https://www.youtube.com/watch?v=DaoL1-H1ReE
DCERwCzvqkU,Eataly's Cannoli Bar In New York Has Over 340 Flavor Combinations,2018-08-11T16:00:00.000Z,67309,1112,42,0,120,https://www.youtube.com/watch?v=DCERwCzvqkU
Dd5RmW_J9qs,"Creamy, Colorful Cotton Candy Ice Cream Sandwiches",2017-11-20T22:30:01.000Z,8851,174,3,0,16,https://www.youtube.com/watch?v=Dd5RmW_J9qs
DGLWRSQdGOA,Brick Of Chili Cheese Fries,2018-01-02T16:00:00.000Z,490738,4724,281,0,324,https://www.youtube.com/watch?v=DGLWRSQdGOA
dhTDmRjveMY,The World’s Fanciest McDonald’s Is In Hong Kong,2018-11-03T20:00:05.000Z,218862,4017,106,0,337,https://www.youtube.com/watch?v=dhTDmRjveMY
dJA6xujy7y0,London Restaurant Cooks Whole Prime Ribs Over Indoor Fire Pit,2019-01-09T17:00:12.000Z,48699,731,35,0,93,https://www.youtube.com/watch?v=dJA6xujy7y0
dlKcvayV8iI,How Korean Blood Sausage Is Made,2018-08-02T16:00:06.000Z,259420,2387,956,0,1399,https://www.youtube.com/watch?v=dlKcvayV8iI
DLQGyuFbLGw,Hotpot Lets You Try 4 Kinds Of Broth And Spice,2018-04-20T16:00:00.000Z,104699,1321,54,0,78,https://www.youtube.com/watch?v=DLQGyuFbLGw
dmDOdA56tkM,Texas BBQ Has A Secret Location In LA,2018-05-02T16:00:06.000Z,4676792,28434,1944,0,1974,https://www.youtube.com/watch?v=dmDOdA56tkM
Dnezt64EuhE,Welcome To Chicken Finger Heaven,2017-12-18T19:05:45.000Z,256717,3372,61,0,157,https://www.youtube.com/watch?v=Dnezt64EuhE
Do8BElJHPPU,Ice Cream Pints Packed With Tons Of Toppings,2018-07-25T16:00:03.000Z,465300,6361,105,0,420,https://www.youtube.com/watch?v=Do8BElJHPPU
dordm25ObRc,"We Tried Vegan, Cannabis-Infused Frozen Yogurt",2018-08-20T16:00:09.000Z,87368,1196,137,0,398,https://www.youtube.com/watch?v=dordm25ObRc
dp-ZXV3GmYU,How Eggs Are Packaged,2017-11-01T21:30:00.000Z,1342,12,3,0,2,https://www.youtube.com/watch?v=dp-ZXV3GmYU
dp1Oismq-Pk,Londoners went crazy for these 'Mermaid Toasts' made with glittery cucumber and Nutella spread,2017-06-27T08:06:06.000Z,1500,31,1,0,0,https://www.youtube.com/watch?v=dp1Oismq-Pk
DqRBhuU0imI,We Tried The 911 Hot Wings Challenge,2017-10-17T22:01:19.000Z,894827,4896,214,0,1066,https://www.youtube.com/watch?v=DqRBhuU0imI
DrX5YecdCfw,Fruit And Marshmallow Skewers Drizzled With Melted Chocolate,2018-06-21T18:00:01.000Z,106298,2350,37,0,158,https://www.youtube.com/watch?v=DrX5YecdCfw
dVZNWGcUKr4,Arby's Secret Menu: The Meat Mountain & Double Reuben Sandwich | Fast Food Secret Menus,2018-12-06T17:00:09.000Z,39008,649,30,0,58,https://www.youtube.com/watch?v=dVZNWGcUKr4
dx4dCHvx-oA,Pizza Loaded With Tater Tots,2017-12-18T21:00:01.000Z,53632,987,19,0,73,https://www.youtube.com/watch?v=dx4dCHvx-oA
dzaL822DLA0,How A 100-Pound Cinnamon Roll Is Made,2018-02-26T23:00:01.000Z,172372,2208,61,0,231,https://www.youtube.com/watch?v=dzaL822DLA0
e_sLPSBIKig,We Tried Fish Eyeballs,2018-03-21T20:00:02.000Z,646897,3938,667,0,1406,https://www.youtube.com/watch?v=e_sLPSBIKig
E0snFza8Xqo,Is A $90 24-Karat Gold Burger Worth It?,2018-05-03T16:00:01.000Z,150335,1815,156,0,335,https://www.youtube.com/watch?v=E0snFza8Xqo
e5t3mx8HBb0,Why Lucali Is The Most Legendary Pizza Restaurant In Brooklyn | Legendary Eats,2019-03-06T17:00:04.000Z,655353,10693,287,0,1579,https://www.youtube.com/watch?v=e5t3mx8HBb0
E7ECqsGMXWk,How The French Dip Was Accidentally Invented | Legendary Eats,2018-10-28T20:00:00.000Z,139761,2060,92,0,213,https://www.youtube.com/watch?v=E7ECqsGMXWk
EDfY91zAiYo,Burger Covered In Cheese Fondue,2018-06-10T16:00:02.000Z,87868,1756,81,0,207,https://www.youtube.com/watch?v=EDfY91zAiYo
eENBoEFicos,How Rainbow Cake Sprinkles Are Made,2018-06-18T16:00:06.000Z,1843359,23608,591,0,1962,https://www.youtube.com/watch?v=eENBoEFicos
Egx1gzo_9EQ,We Tried Prince Harry's Favorite Drink — A Cocktail In A Treasure Chest,2018-05-18T16:00:01.000Z,13817,161,25,0,26,https://www.youtube.com/watch?v=Egx1gzo_9EQ
eIMElIJAFQM,How Potato Chips Are Made,2018-09-29T20:00:05.000Z,64467,1135,59,0,139,https://www.youtube.com/watch?v=eIMElIJAFQM
eIs1YR0j_0w,A five-star London hotel makes rainbow croissants,2017-05-11T14:00:05.000Z,5674,69,3,0,6,https://www.youtube.com/watch?v=eIs1YR0j_0w
ejcXfc4l4vw,How Italian mozzarella cheese is made,2017-04-15T16:00:05.000Z,17254,103,5,0,3,https://www.youtube.com/watch?v=ejcXfc4l4vw
EJYbyJk1GpE,Try Burgers With Doughnuts For Buns,2018-06-25T16:00:01.000Z,52675,987,38,0,168,https://www.youtube.com/watch?v=EJYbyJk1GpE
EkdlPdS1MEI,Cake Molds Like Legos For Baking,2018-02-07T19:00:01.000Z,105992,1268,47,0,63,https://www.youtube.com/watch?v=EkdlPdS1MEI
eKw0a9OUE6I,Why You Should Try Udon As A Substitute For Pasta,2018-03-23T16:00:05.000Z,2186783,33535,1568,0,3338,https://www.youtube.com/watch?v=eKw0a9OUE6I
Eo_W6PO1n2A,How A Bar Makes Giant Margaritas,2018-01-16T23:00:01.000Z,18679,262,12,0,36,https://www.youtube.com/watch?v=Eo_W6PO1n2A
eponJ-3LHAk,LA Shop Only Makes Peanut Butter And Jelly Sandwiches,2018-08-27T18:00:06.000Z,458644,6946,807,0,1510,https://www.youtube.com/watch?v=eponJ-3LHAk
ERMJ5xE7-6A,"The \world's best pizzeria'\"" is in London""",2017-02-06T09:35:14.000Z,17889,218,14,0,28,https://www.youtube.com/watch?v=ERMJ5xE7-6A
EsrLDD8FKUE,5 Free Food Tours That Will Make You Drool,2019-02-07T18:00:01.000Z,106716,1275,59,0,88,https://www.youtube.com/watch?v=EsrLDD8FKUE
et7cMypDwqU,How Italy’s Biggest Mozzarella Balls Are Made,2018-12-07T17:00:08.000Z,3426102,29247,1583,0,4127,https://www.youtube.com/watch?v=et7cMypDwqU
eU9brhKbOEs,Indian Bread Puffs Up When Cooked,2018-05-27T16:00:04.000Z,93148,1388,46,0,487,https://www.youtube.com/watch?v=eU9brhKbOEs
EUX7tvF1swA,Is Detroit-Style Pepperoni Pizza Better Than A New York Slice?,2018-09-29T16:00:01.000Z,1479689,14622,1347,0,3620,https://www.youtube.com/watch?v=EUX7tvF1swA
evRs-nO372s,Bubblewrap waffle cone shop in London,2017-03-09T09:27:26.000Z,34532,276,5,0,9,https://www.youtube.com/watch?v=evRs-nO372s
EXEsn2j_XD8,The unicorn trend is far from over – you can now get unicorn freakshakes in London,2017-06-08T11:40:19.000Z,3347,62,2,0,3,https://www.youtube.com/watch?v=EXEsn2j_XD8
Ey88yCdC8qI,16-Pound Tsukemen Ramen Challenge With Strictly Dumpling | Can We Finish It?,2019-02-12T17:00:02.000Z,548583,9283,314,0,1142,https://www.youtube.com/watch?v=Ey88yCdC8qI
f--RVMcR8k4,We checked out the new London pizzeria where you can eat and play vintage video games,2017-05-20T12:00:02.000Z,738,7,1,0,1,https://www.youtube.com/watch?v=f--RVMcR8k4
f-7pPm4oR_Q,Why You Can't Handle Spicy Food,2017-11-08T00:00:01.000Z,17388,131,5,0,22,https://www.youtube.com/watch?v=f-7pPm4oR_Q
F_h5D8tv0B8,Soft Serve Has Pop Rocks And Popcorn,2017-11-01T12:00:01.000Z,10383,174,3,0,19,https://www.youtube.com/watch?v=F_h5D8tv0B8
f_JPrOGvqMY,How Cookie Cutters Are Made,2018-12-27T17:00:08.000Z,374025,3390,89,0,148,https://www.youtube.com/watch?v=f_JPrOGvqMY
f0_VqiyiNhI,Aligot Spun To Perfection At This Brazil Restaurant,2017-12-13T16:30:01.000Z,21896,307,5,0,35,https://www.youtube.com/watch?v=f0_VqiyiNhI
F01a08FqrPg,Philly Cheesesteak Pizza Is The Best Cheesy Mash Up,2018-04-15T20:00:01.000Z,81302,1253,91,0,156,https://www.youtube.com/watch?v=F01a08FqrPg
f4uaceU6Kaw,Turkish Steakhouse Serves Up Fresh Burgers,2017-10-20T15:16:08.000Z,20655,148,7,0,22,https://www.youtube.com/watch?v=f4uaceU6Kaw
F76YDjTwukc,Rice Krispie Treat Size Of 30 Regular Ones | Jumbo Eats,2018-06-16T16:00:01.000Z,137563,3244,105,0,287,https://www.youtube.com/watch?v=F76YDjTwukc
FakDqXTDhPg,We Tried The Longest Pasta Noodle In New York City,2018-01-16T19:00:02.000Z,66244,887,23,0,83,https://www.youtube.com/watch?v=FakDqXTDhPg
FFmbAxTAypU,Giant Baked Alaska Takes 5 Days to Make,2017-11-20T14:35:48.000Z,713947,6145,200,0,537,https://www.youtube.com/watch?v=FFmbAxTAypU
fgZ-hctTLbM,Best NYC Places For People With A Sweet Tooth,2018-01-05T18:00:04.000Z,2118190,30119,580,0,2005,https://www.youtube.com/watch?v=fgZ-hctTLbM
FJB-81-F33M,Fork Gets Pickle Out Of Jar Easily,2018-02-14T15:30:01.000Z,37711,314,74,0,77,https://www.youtube.com/watch?v=FJB-81-F33M
fJxBkn-melw,"Sticky Buns Drenched In Sweet, Gooey Icing",2018-04-22T20:00:01.000Z,151986,2418,57,0,171,https://www.youtube.com/watch?v=fJxBkn-melw
FKPFRMV3GcY,How M&Ms Are Made,2017-11-12T23:30:00.000Z,55399,518,47,0,84,https://www.youtube.com/watch?v=FKPFRMV3GcY
fL44RGOvWtc,Meet The Kebab Master From Turkey,2017-10-20T15:16:03.000Z,101153,608,78,0,107,https://www.youtube.com/watch?v=fL44RGOvWtc
FlRvyrdTYrc,Chicago Pizza Battle: Which Deep-Dish Pizza Is Best?,2018-01-09T20:30:00.000Z,496351,5109,231,0,651,https://www.youtube.com/watch?v=FlRvyrdTYrc
FN7PFWf7nKk,Shaved Ice Cream Is Served In A Watermelon,2018-09-04T16:00:02.000Z,67699,1232,18,0,118,https://www.youtube.com/watch?v=FN7PFWf7nKk
foLFoNPnWYM,8 Wine Experiences You Have To Try,2018-02-23T21:00:02.000Z,23025,278,25,0,54,https://www.youtube.com/watch?v=foLFoNPnWYM
FpJoyrQiThk,Poke Pizza Brings New Twist To A Classic,2017-12-26T21:30:00.000Z,52073,608,52,0,93,https://www.youtube.com/watch?v=FpJoyrQiThk
FPYv1VwIY1s,Slow Cooker Makes 3 Meals At Once,2018-03-27T16:00:01.000Z,19815,339,19,0,42,https://www.youtube.com/watch?v=FPYv1VwIY1s
fQ_aBKgPlL0,Why Plantains Make The Best Sandwiches,2018-04-08T16:00:02.000Z,71096,1447,42,0,104,https://www.youtube.com/watch?v=fQ_aBKgPlL0
FtGdc5_HfpA,The Best Pasta In Brooklyn | Legendary Eats,2019-02-14T17:00:02.000Z,161428,2072,69,0,153,https://www.youtube.com/watch?v=FtGdc5_HfpA
FTHWRSGKOtM,Creamy Artichoke Pizza is a New York Favorite,2017-11-24T22:30:01.000Z,19214,311,9,0,45,https://www.youtube.com/watch?v=FTHWRSGKOtM
FTW42MYoagY,Avocado Restaurant Only Serves Avocado Dishes,2018-10-10T16:00:02.000Z,32705,657,17,0,93,https://www.youtube.com/watch?v=FTW42MYoagY
fvCGYkfznlc,Would You Try A Quesadilla With Burnt Cheese?,2018-06-11T16:00:02.000Z,73197,1086,73,0,201,https://www.youtube.com/watch?v=fvCGYkfznlc
fVY6Ie39VIk,Fried Dough Lokma Is Stuffed With Chocolate,2018-08-21T16:00:03.000Z,111805,2188,46,0,305,https://www.youtube.com/watch?v=fVY6Ie39VIk
FWImVtt5xZM,Ultimate Cheese Tour In LA,2018-03-09T14:30:00.000Z,205243,2647,67,0,160,https://www.youtube.com/watch?v=FWImVtt5xZM
fwjZ2Fj3BTw,You Can Only Get A Starbucks Avocado Frappuccino In South Korea,2018-09-02T20:00:01.000Z,181943,2615,143,0,578,https://www.youtube.com/watch?v=fwjZ2Fj3BTw
fX1ykScxi6g,"Tofu Skin Is A Fresh, Light Delight",2018-04-24T16:00:04.000Z,59936,777,49,0,132,https://www.youtube.com/watch?v=fX1ykScxi6g
G-Kt90LuTfY,Deep fried tarantula is a delicacy in Cambodia with vendors selling up to 100 a day,2017-06-23T15:14:38.000Z,4494,8,4,0,1,https://www.youtube.com/watch?v=G-Kt90LuTfY
g4J5uGB8Aw0,Argentine Meat Platter Served On A Personal Grill,2017-11-07T13:00:02.000Z,8281,119,5,0,9,https://www.youtube.com/watch?v=g4J5uGB8Aw0
GBbjeKIKj9U,Cheesiest Garlic Bread Ever,2018-02-08T21:00:01.000Z,196350,2718,65,0,207,https://www.youtube.com/watch?v=GBbjeKIKj9U
Gfoklf-olQg,Fresh Steak Sandwiches Are A Popular Fair Food,2018-10-07T20:00:00.000Z,100609,1524,43,0,156,https://www.youtube.com/watch?v=Gfoklf-olQg
gHIHSpoeDMA,You can now buy £30 'cookie pizzas' in London,2017-09-25T11:24:48.000Z,8340,107,3,0,8,https://www.youtube.com/watch?v=gHIHSpoeDMA
gLKI1nxWozA,Longest Noodles In NYC | Which Is Better? Ep 4,2018-01-10T21:30:01.000Z,66765,699,41,0,77,https://www.youtube.com/watch?v=gLKI1nxWozA
gnLZFfgNEX8,"Fish Cooked In Hot, Melted Beeswax",2018-06-26T16:00:03.000Z,1741877,15413,2032,0,3861,https://www.youtube.com/watch?v=gnLZFfgNEX8
GNN0x7WZEWo,We Tried A Vegan Charcoal Croissant,2018-04-29T16:00:03.000Z,48718,599,91,0,162,https://www.youtube.com/watch?v=GNN0x7WZEWo
gO0Wnlbux0k,Turkish Dessert Is Deep-Fried And Soaked In Syrup,2018-09-25T16:00:09.000Z,69519,1002,39,0,253,https://www.youtube.com/watch?v=gO0Wnlbux0k
GsKXQPT6B8s,Indian Restaurant Makes Artisanal Ice Cream,2018-08-14T16:00:01.000Z,188808,4085,143,0,342,https://www.youtube.com/watch?v=GsKXQPT6B8s
GVLL7LcNX7w,How Coffee Is Made In Costa Rica,2018-01-30T15:00:01.000Z,16441,191,6,0,14,https://www.youtube.com/watch?v=GVLL7LcNX7w
GXlJse3v3v8,Chocolate Egg Is 2 Feet Long,2017-10-30T23:00:00.000Z,3457,51,3,0,8,https://www.youtube.com/watch?v=GXlJse3v3v8
gyuzJ6ldFFc,Ice Cream Nachos With Avocado Mousse,2018-06-30T16:00:05.000Z,54748,1113,37,0,131,https://www.youtube.com/watch?v=gyuzJ6ldFFc
h0V9kJjZeyc,Rice Pudding Shop Makes Over 20 Flavors | Best Thing On The Menu,2018-12-20T17:00:04.000Z,117281,1631,72,0,258,https://www.youtube.com/watch?v=h0V9kJjZeyc
h3vW6Tm3X4I,We checked out London’s first all-avocado bar where they serve up to 400 a day,2017-06-10T12:30:01.000Z,2795,30,1,0,0,https://www.youtube.com/watch?v=h3vW6Tm3X4I
h5o5v_lCXzY,Famous Texas BBQ Cooks Meat Over A Giant Indoor Grill,2018-05-08T16:00:02.000Z,89077,1288,29,0,119,https://www.youtube.com/watch?v=h5o5v_lCXzY
H6jQIhSua3o,We Tried The Secret Orange Chicken Burrito From Panda Express,2019-03-12T16:00:00.000Z,131419,1838,53,0,214,https://www.youtube.com/watch?v=H6jQIhSua3o
hajGpxApRLM,Nutella Heart Weighs 2 Pounds,2018-02-06T14:00:04.000Z,3368539,41007,1695,0,9534,https://www.youtube.com/watch?v=hajGpxApRLM
hBGlFQc_JWs,Fried Pork Skin Towers Above You,2018-02-01T17:00:06.000Z,1080134,8072,1344,0,2670,https://www.youtube.com/watch?v=hBGlFQc_JWs
hbZpi6iLEzQ,Burger Restaurant In Brazil Uses Spinning Grill,2019-02-02T17:00:03.000Z,35297,531,29,0,59,https://www.youtube.com/watch?v=hbZpi6iLEzQ
